"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","Department","salary"
"11729",0.95,0.81,4,258,7,0,0,1,"sales","medium"
"11737",0.23,0.77,5,272,2,0,0,0,"sales","low"
"11739",0.52,0.72,4,222,3,0,0,0,"sales","low"
"11745",0.48,0.89,4,145,3,0,0,0,"sales","low"
"11746",0.27,0.76,4,108,10,0,0,0,"sales","medium"
"11748",0.48,0.7,3,213,10,0,0,0,"sales","medium"
"11751",0.39,0.45,3,100,8,1,0,0,"product_mng","medium"
"11752",0.99,0.92,4,265,4,1,0,0,"product_mng","medium"
"11753",0.78,0.57,3,209,3,0,0,0,"product_mng","medium"
"11757",0.44,0.44,2,141,7,1,0,1,"management","high"
"11758",0.73,0.78,3,262,7,1,0,1,"management","high"
"11763",0.81,0.9,4,270,10,0,0,0,"accounting","medium"
"11764",0.59,0.92,3,138,10,0,0,0,"support","low"
"11767",0.76,0.85,3,192,3,0,0,0,"marketing","low"
"11768",0.91,0.65,5,214,3,1,0,0,"marketing","low"
"11771",0.88,0.53,3,218,4,0,0,0,"sales","low"
"11781",0.82,0.67,4,156,3,0,0,0,"product_mng","low"
"11782",0.51,0.71,2,180,3,0,0,0,"product_mng","low"
"11786",0.53,0.91,4,167,4,0,0,0,"management","high"
"11788",0.58,0.9,3,209,2,0,0,0,"management","high"
"11792",0.98,0.91,3,188,4,0,0,0,"accounting","medium"
"11798",0.99,0.97,4,211,2,0,0,1,"marketing","low"
"11799",0.61,0.42,3,145,4,0,0,1,"sales","medium"
"11800",0.72,0.71,4,256,3,0,0,1,"sales","medium"
"11806",0.44,0.65,3,175,2,0,0,0,"IT","low"
"11808",0.65,0.95,2,180,2,0,0,0,"product_mng","low"
"11809",0.69,0.9,5,103,5,0,0,0,"product_mng","low"
"11815",0.53,0.47,6,106,6,0,0,0,"management","high"
"11817",0.8,0.6,5,217,3,0,0,0,"management","high"
"11819",0.66,0.6,3,210,2,0,0,0,"sales","low"
"11821",0.74,0.55,4,262,3,0,0,0,"support","low"
"11822",0.61,0.83,4,245,3,1,0,1,"technical","low"
"11823",0.57,0.99,3,222,3,1,0,1,"management","low"
"11824",0.68,0.54,4,146,4,0,0,1,"marketing","medium"
"11828",0.53,0.68,4,173,3,0,0,0,"sales","medium"
"11832",0.81,0.81,4,212,2,1,0,0,"sales","medium"
"11837",0.17,0.55,4,194,3,0,0,0,"product_mng","low"
"11838",0.7,0.95,3,158,2,0,0,0,"product_mng","medium"
"11841",0.5,0.9,5,226,2,0,0,0,"management","high"
"11843",0.68,0.75,4,258,3,0,0,0,"management","high"
"11846",0.63,0.7,5,160,3,0,0,0,"management","high"
"11848",0.62,0.76,5,198,3,0,0,0,"sales","low"
"11854",0.71,0.63,3,204,3,0,0,0,"marketing","low"
"11861",0.78,0.9,5,158,3,0,0,0,"sales","low"
"11864",0.59,0.54,4,176,2,0,0,0,"technical","medium"
"11865",0.77,0.55,3,217,3,0,0,0,"support","medium"
"11871",0.86,0.71,5,273,3,0,0,0,"support","medium"
"11875",0.73,0.9,3,274,2,0,0,0,"support","high"
"11880",0.78,0.8,3,256,2,0,0,0,"IT","medium"
"11881",0.92,0.6,3,179,2,0,0,0,"IT","low"
"11884",0.86,0.83,4,208,3,1,0,0,"IT","low"
"11888",0.96,0.59,3,241,3,0,0,0,"product_mng","low"
"11890",0.38,0.49,4,196,3,0,0,1,"management","high"
"11894",0.74,0.79,5,121,5,0,0,1,"management","high"
"11895",0.82,0.76,4,266,3,0,0,1,"management","high"
"11898",0.73,0.97,3,174,3,0,0,0,"sales","low"
"11899",0.89,0.55,4,159,2,0,0,0,"sales","medium"
"11901",0.83,0.57,2,222,2,0,0,0,"sales","medium"
"11904",0.96,0.62,4,253,7,0,0,0,"sales","medium"
"11909",0.67,0.39,2,207,7,0,0,0,"sales","medium"
"11915",0.74,0.7,4,273,3,0,0,0,"sales","medium"
"11920",0.66,0.49,5,235,8,1,0,0,"sales","low"
"11924",0.83,0.8,3,240,8,0,0,0,"sales","low"
"11937",0.53,0.8,2,225,7,1,0,1,"management","high"
"11939",0.15,0.74,6,144,7,0,0,1,"management","high"
"11944",0.85,0.72,3,245,10,0,0,0,"accounting","medium"
"11948",0.85,0.9,3,245,3,0,0,0,"marketing","medium"
"11954",0.48,0.72,3,143,4,0,0,0,"sales","medium"
"11958",0.57,0.64,4,226,7,0,0,0,"sales","low"
"11960",0.85,0.64,5,256,7,0,0,0,"product_mng","low"
"11964",0.9,0.48,4,136,7,0,0,0,"IT","low"
"11966",0.84,0.81,4,236,3,1,0,0,"IT","low"
"11967",0.92,0.65,3,176,3,0,0,0,"IT","low"
"11969",0.8,0.8,4,146,3,1,0,0,"IT","low"
"11983",0.73,0.67,2,139,8,0,0,0,"sales","medium"
"11984",0.67,0.49,5,241,8,0,0,0,"sales","medium"
"11987",0.48,0.5,5,142,4,0,0,0,"IT","medium"
"11988",0.19,0.79,4,229,4,0,0,0,"product_mng","medium"
"11990",0.9,0.76,3,255,7,0,0,0,"product_mng","low"
"11991",0.49,0.49,4,212,7,0,0,0,"product_mng","medium"
"11993",0.62,0.85,3,237,3,1,0,0,"IT","medium"
"11998",0.85,0.54,3,185,10,0,0,1,"management","high"
"12003",0.11,0.88,7,272,4,0,1,0,"sales","medium"
"12014",0.41,0.55,2,148,3,0,1,0,"sales","low"
"12019",0.45,0.51,2,160,3,1,1,1,"sales","low"
"12021",0.11,0.83,6,282,4,0,1,0,"sales","low"
"12022",0.38,0.55,2,147,3,0,1,0,"sales","low"
"12032",0.45,0.57,2,134,3,0,1,0,"hr","low"
"12033",0.4,0.51,2,145,3,0,1,0,"hr","low"
"12036",0.1,0.94,6,255,4,0,1,0,"technical","low"
"12038",0.45,0.5,2,126,3,0,1,0,"technical","low"
"12042",0.45,0.48,2,158,3,0,1,0,"technical","low"
"12046",0.84,0.74,3,182,4,0,1,0,"technical","low"
"12060",0.85,1,4,225,5,0,1,0,"technical","low"
"12061",0.85,0.91,5,226,5,0,1,0,"management","medium"
"12062",0.11,0.93,7,308,4,0,1,0,"IT","medium"
"12063",0.1,0.95,6,244,5,0,1,0,"IT","medium"
"12066",0.81,0.7,6,161,4,0,1,0,"IT","medium"
"12072",0.09,0.77,5,275,4,0,1,0,"product_mng","medium"
"12075",0.11,0.97,6,277,4,0,1,0,"product_mng","medium"
"12081",0.45,0.54,2,140,3,0,1,0,"support","low"
"12089",0.37,0.57,2,130,3,0,1,0,"sales","low"
"12090",0.1,0.79,6,291,4,0,1,0,"sales","low"
"12096",0.37,0.51,2,155,3,0,1,0,"sales","low"
"12100",0.9,1,5,221,6,0,1,0,"sales","medium"
"12107",0.91,1,4,257,5,0,1,0,"accounting","medium"
"12109",0.71,0.87,3,177,4,0,1,0,"hr","medium"
"12120",0.4,0.46,2,132,3,0,1,0,"technical","low"
"12126",0.11,0.92,6,260,4,0,1,0,"support","low"
"12128",0.7,0.89,3,183,5,0,1,0,"support","low"
"12131",0.1,0.83,6,292,4,0,1,0,"support","low"
"12139",0.74,1,4,249,5,0,1,0,"IT","low"
"12140",0.73,0.87,5,257,5,0,1,0,"IT","low"
"12142",0.45,0.53,2,155,3,0,1,0,"IT","low"
"12145",0.84,0.99,4,267,5,0,1,0,"product_mng","low"
"12148",0.11,0.87,6,306,4,0,1,0,"IT","low"
"12150",0.39,0.5,2,147,3,0,1,0,"marketing","low"
"12156",0.11,0.8,6,304,4,0,1,0,"accounting","low"
"12157",0.83,1,5,240,5,0,1,0,"support","low"
"12158",0.11,0.92,6,305,4,0,1,0,"technical","low"
"12160",0.45,0.45,2,132,3,0,1,0,"marketing","low"
"12163",0.45,0.51,2,147,3,0,1,0,"sales","low"
"12164",0.79,0.89,5,239,5,0,1,0,"sales","low"
"12167",0.43,0.55,2,129,3,0,1,0,"sales","low"
"12168",0.31,0.54,5,132,5,0,1,0,"sales","low"
"12169",0.32,0.5,2,135,5,0,1,0,"sales","low"
"12173",0.11,0.78,7,278,4,0,1,0,"sales","low"
"12175",0.7,0.53,2,274,4,0,1,0,"sales","low"
"12176",0.54,0.74,4,164,2,0,1,0,"sales","low"
"12177",0.41,0.48,2,148,3,0,1,0,"sales","low"
"12191",0.09,0.8,7,283,5,0,1,0,"technical","low"
"12197",0.27,0.54,7,278,3,0,1,0,"technical","low"
"12204",0.1,0.93,6,256,4,0,1,0,"support","low"
"12210",0.38,0.52,2,153,3,0,1,0,"support","low"
"12216",0.36,0.51,2,155,3,0,1,0,"IT","low"
"12218",0.9,0.98,5,245,5,0,1,0,"IT","low"
"12219",0.43,0.53,2,131,3,0,1,0,"IT","low"
"12222",0.37,0.5,2,135,3,0,1,0,"product_mng","low"
"12223",0.37,0.51,2,153,3,0,1,0,"product_mng","low"
"12224",0.87,0.9,5,252,5,0,1,0,"IT","low"
"12227",0.37,0.46,2,158,3,0,1,0,"hr","low"
"12231",0.42,0.47,2,159,3,0,1,0,"marketing","low"
"12236",0.83,0.85,4,255,5,0,1,0,"management","low"
"12238",0.43,0.45,2,135,3,0,1,0,"marketing","low"
"12239",0.43,0.53,2,146,3,0,1,0,"marketing","low"
"12240",0.1,0.97,7,254,4,0,1,0,"sales","low"
"12242",0.37,0.46,2,156,3,0,1,0,"sales","low"
"12243",0.38,0.53,2,156,3,0,1,0,"sales","low"
"12244",0.4,0.5,2,128,3,0,1,0,"sales","low"
"12250",0.11,0.84,6,298,4,0,1,0,"sales","low"
"12251",0.79,0.87,5,261,5,0,1,0,"sales","low"
"12252",0.79,0.92,5,254,6,0,1,0,"sales","low"
"12255",0.6,0.92,2,258,5,0,1,0,"sales","low"
"12258",0.42,0.54,2,156,3,0,1,0,"sales","medium"
"12262",0.82,0.97,5,263,5,0,1,0,"hr","medium"
"12263",0.44,0.56,2,131,3,0,1,0,"hr","medium"
"12264",0.11,0.78,6,260,4,0,1,0,"hr","medium"
"12270",0.38,0.86,6,139,6,0,1,0,"technical","medium"
"12276",0.81,0.95,5,238,6,0,1,0,"technical","low"
"12283",0.83,0.92,5,267,6,0,1,0,"support","low"
"12287",0.11,0.83,6,306,4,0,1,0,"support","low"
"12290",0.36,0.48,2,137,3,0,1,0,"technical","low"
"12291",0.4,0.46,2,128,3,0,1,0,"management","low"
"12292",0.87,0.84,5,231,5,0,1,0,"IT","low"
"12295",0.1,0.93,6,253,4,0,1,0,"IT","medium"
"12296",0.38,0.51,2,146,3,0,1,0,"IT","medium"
"12298",0.4,0.52,2,147,3,0,1,0,"product_mng","medium"
"12301",0.45,0.55,2,151,3,0,1,0,"IT","medium"
"12302",0.12,1,3,278,4,0,1,0,"RandD","medium"
"12303",0.1,0.77,7,250,5,0,1,0,"RandD","medium"
"12304",0.37,0.55,2,127,3,0,1,0,"RandD","medium"
"12306",0.45,0.47,2,135,3,0,1,0,"RandD","medium"
"12307",0.37,0.46,2,149,3,0,1,0,"marketing","high"
"12315",0.1,0.81,6,268,4,0,1,0,"marketing","low"
"12318",0.37,0.46,2,153,3,0,1,0,"sales","low"
"12320",0.4,0.46,2,130,3,0,1,0,"sales","low"
"12323",0.61,0.47,2,253,3,0,1,0,"sales","low"
"12328",0.88,0.99,5,262,6,0,1,0,"sales","low"
"12338",0.44,0.51,2,140,3,0,1,0,"hr","medium"
"12341",0.09,0.89,7,308,5,0,1,0,"hr","medium"
"12343",0.9,1,5,232,5,0,1,0,"technical","medium"
"12347",0.81,1,4,253,5,0,1,0,"technical","low"
"12363",0.41,0.54,2,145,3,0,1,0,"support","low"
"12365",0.4,0.5,2,141,3,1,1,0,"technical","low"
"12366",0.91,0.87,4,235,5,0,1,0,"technical","low"
"12368",0.4,0.56,2,131,3,0,1,0,"IT","low"
"12375",0.86,0.84,5,254,5,0,1,0,"product_mng","medium"
"12376",0.73,0.99,5,262,5,0,1,0,"product_mng","medium"
"12384",0.38,0.51,2,159,3,0,1,0,"sales","medium"
"12392",0.45,0.55,2,148,3,0,1,0,"sales","low"
"12393",0.84,1,4,261,5,0,1,0,"sales","low"
"12394",0.11,0.93,6,282,4,0,1,0,"sales","low"
"12399",0.87,0.83,4,265,6,0,1,0,"sales","low"
"12401",0.91,1,5,251,6,0,1,0,"sales","low"
"12402",0.76,0.92,4,246,5,0,1,0,"sales","low"
"12406",0.47,0.5,4,254,4,0,1,0,"sales","low"
"12407",0.73,0.99,5,241,5,0,1,0,"sales","low"
"12408",0.09,0.94,6,257,4,0,1,0,"sales","low"
"12410",0.82,0.98,4,233,5,0,1,0,"sales","low"
"12412",0.84,0.99,4,262,6,0,1,0,"accounting","medium"
"12416",0.42,0.48,2,155,3,0,1,0,"hr","medium"
"12417",0.82,1,4,229,6,0,1,0,"hr","medium"
"12425",0.45,0.46,2,130,3,0,1,0,"technical","low"
"12428",0.55,0.6,3,180,4,0,1,0,"technical","medium"
"12432",0.41,0.57,2,160,3,0,1,0,"support","low"
"12436",0.41,0.47,2,135,3,0,1,0,"support","low"
"12437",0.11,0.85,6,261,4,0,1,0,"support","low"
"12453",0.1,0.87,6,286,4,0,1,0,"IT","medium"
"12454",0.37,0.54,2,145,3,0,1,0,"RandD","medium"
"12455",0.09,0.97,7,254,4,1,1,0,"RandD","medium"
"12456",0.44,0.53,2,127,3,0,1,0,"RandD","medium"
"12462",0.43,0.5,2,137,3,0,1,0,"support","medium"
"12465",0.82,0.98,5,234,5,0,1,0,"marketing","medium"
"12466",0.37,0.54,2,152,3,0,1,0,"marketing","medium"
"12479",0.76,0.83,5,227,5,0,1,0,"sales","low"
"12485",0.38,0.52,2,145,3,0,1,0,"sales","low"
"12486",0.32,0.95,5,172,2,0,1,0,"sales","low"
"12487",0.38,0.49,2,135,3,0,1,0,"accounting","low"
"12488",0.19,1,4,192,4,0,1,0,"accounting","low"
"12489",0.1,0.83,7,276,4,0,1,0,"accounting","low"
"12490",0.76,0.88,4,206,4,0,1,0,"hr","medium"
"12492",0.39,0.51,2,151,3,0,1,0,"hr","medium"
"12493",0.11,0.83,6,244,4,0,1,0,"hr","medium"
"12494",0.1,0.94,6,309,4,0,1,0,"technical","medium"
"12498",0.59,0.49,7,263,4,0,1,0,"technical","medium"
"12501",0.91,0.84,5,265,5,0,1,0,"technical","medium"
"12504",0.43,0.51,2,155,3,0,1,0,"technical","medium"
"12505",0.78,0.83,4,217,6,0,1,0,"support","medium"
"12506",0.11,0.97,6,289,5,0,1,0,"support","medium"
"12508",0.39,0.54,2,158,3,0,1,0,"support","low"
"12510",0.37,0.57,2,155,3,0,1,0,"support","low"
"12511",0.44,0.48,2,146,3,0,1,0,"support","low"
"12514",0.11,0.89,6,293,4,0,1,0,"support","low"
"12515",0.83,0.96,5,275,5,0,1,0,"support","low"
"12519",0.44,0.54,2,151,3,0,1,0,"management","low"
"12525",0.75,0.99,5,221,5,0,1,0,"product_mng","low"
"12529",0.09,0.8,6,301,5,0,1,0,"IT","medium"
"12537",0.11,0.85,6,305,4,0,1,0,"accounting","medium"
"12539",0.87,1,5,261,5,1,1,0,"technical","medium"
"12540",0.11,0.94,7,244,4,0,1,0,"management","medium"
"12542",0.81,0.87,4,254,5,0,1,0,"marketing","low"
"12543",0.77,0.91,5,236,5,0,1,0,"marketing","medium"
"12546",0.78,1,5,236,5,0,1,0,"sales","medium"
"12547",0.37,0.47,2,149,3,0,1,0,"sales","low"
"12548",0.37,0.5,2,141,3,0,1,0,"sales","low"
"12555",0.43,0.53,2,150,3,0,1,0,"sales","low"
"12564",0.1,0.77,7,291,4,0,1,0,"accounting","low"
"12565",0.41,0.53,2,157,3,0,1,0,"accounting","low"
"12566",0.79,0.58,3,294,4,0,1,0,"hr","low"
"12567",0.11,0.79,7,310,4,0,1,0,"hr","low"
"12569",0.44,0.51,2,134,3,0,1,0,"hr","medium"
"12572",0.73,1,4,252,5,0,1,0,"technical","medium"
"12574",0.36,0.47,2,148,3,0,1,0,"technical","medium"
"12581",0.44,0.51,2,145,3,0,1,0,"support","low"
"12586",0.4,0.51,2,139,3,0,1,0,"support","low"
"12596",0.09,0.87,5,263,4,0,1,0,"IT","low"
"12598",0.11,0.9,6,263,4,0,1,0,"IT","low"
"12603",0.1,0.84,7,250,4,0,1,0,"product_mng","low"
"12604",0.83,0.9,5,245,5,0,1,0,"product_mng","low"
"12606",0.86,0.92,5,252,5,0,1,0,"RandD","low"
"12611",0.09,0.95,7,256,4,0,1,0,"marketing","medium"
"12613",0.37,0.47,2,138,3,1,1,0,"accounting","medium"
"12616",0.1,0.88,7,267,4,0,1,0,"management","medium"
"12622",0.1,0.86,6,247,4,0,1,0,"sales","medium"
"12623",0.1,0.55,2,247,4,0,1,0,"sales","medium"
"12624",0.36,0.52,2,146,3,0,1,0,"sales","medium"
"12625",0.38,0.5,2,140,3,0,1,0,"sales","low"
"12627",0.44,0.49,2,145,3,0,1,0,"sales","low"
"12629",0.72,0.85,5,244,6,0,1,0,"sales","low"
"12630",0.46,0.54,2,144,3,0,1,0,"sales","low"
"12632",0.34,0.67,4,141,2,0,1,0,"sales","low"
"12633",0.11,0.89,6,260,5,0,1,0,"sales","low"
"12635",0.82,0.92,5,225,5,0,1,0,"sales","low"
"12636",0.39,0.57,2,127,3,0,1,0,"sales","low"
"12637",0.44,0.53,2,140,3,0,1,0,"sales","low"
"12639",0.84,0.83,4,227,5,0,1,0,"accounting","low"
"12645",0.58,0.62,4,238,3,0,1,0,"hr","low"
"12650",0.46,0.5,2,156,3,0,1,0,"technical","medium"
"12661",0.44,0.5,2,130,3,0,1,0,"support","medium"
"12665",0.1,0.77,5,276,4,0,1,0,"support","low"
"12667",0.46,0.62,6,213,3,0,1,0,"support","low"
"12673",0.46,0.57,2,154,3,0,1,0,"IT","low"
"12680",0.86,1,5,229,5,0,1,0,"product_mng","low"
"12682",0.4,0.49,2,128,3,0,1,0,"sales","low"
"12691",0.36,0.49,2,145,3,0,1,0,"technical","medium"
"12693",0.84,0.86,5,268,5,0,1,0,"marketing","medium"
"12695",0.78,0.71,3,249,5,0,1,0,"marketing","medium"
"12697",0.1,0.81,7,291,4,0,1,0,"sales","high"
"12698",0.11,0.8,6,306,4,0,1,0,"sales","low"
"12703",0.45,0.5,2,147,3,0,1,0,"sales","low"
"12704",0.44,0.53,2,159,3,0,1,0,"sales","low"
"12707",0.79,0.93,4,226,5,0,1,0,"sales","low"
"12713",0.84,0.98,5,270,5,0,1,0,"sales","low"
"12716",0.36,0.45,2,127,3,0,1,0,"accounting","low"
"12718",0.11,0.78,6,243,4,0,1,0,"hr","low"
"12720",0.8,1,5,260,5,0,1,0,"hr","low"
"12722",0.31,0.87,4,184,3,0,1,0,"technical","low"
"12724",0.38,0.54,2,135,3,0,1,0,"technical","medium"
"12728",0.43,0.57,2,160,3,0,1,0,"technical","medium"
"12731",0.43,0.47,2,128,3,0,1,0,"technical","medium"
"12735",0.11,0.92,7,255,4,0,1,0,"support","medium"
"12745",0.39,0.52,2,134,3,0,1,0,"technical","low"
"12746",0.11,0.78,6,245,4,0,1,0,"technical","low"
"12747",0.36,0.5,2,132,3,0,1,0,"management","low"
"12750",0.86,0.84,4,246,6,0,1,0,"IT","low"
"12752",0.46,0.45,2,138,3,0,1,1,"IT","low"
"12757",0.77,0.92,5,235,5,0,1,0,"IT","low"
"12759",0.39,0.54,2,127,3,0,1,0,"sales","low"
"12761",0.1,0.9,7,290,4,0,1,0,"sales","low"
"12764",0.39,0.46,2,159,3,0,1,0,"sales","medium"
"12767",0.75,0.81,5,227,5,0,1,0,"technical","medium"
"12768",0.44,0.54,2,127,3,0,1,0,"management","medium"
"12771",0.1,0.83,6,300,4,0,1,0,"marketing","medium"
"12779",0.1,0.92,7,269,4,0,1,0,"sales","medium"
"12786",0.97,0.78,3,268,3,1,0,0,"technical","low"
"12788",0.88,0.6,4,162,2,0,0,0,"technical","low"
"12792",0.82,0.49,4,276,4,0,0,0,"support","low"
"12799",0.75,0.83,3,146,3,0,0,0,"support","medium"
"12804",0.59,0.72,4,168,4,0,0,0,"management","medium"
"12810",0.52,0.98,4,265,3,0,0,0,"product_mng","medium"
"12811",0.97,0.52,4,207,3,0,0,0,"product_mng","low"
"12812",0.63,0.94,4,219,3,0,0,0,"product_mng","low"
"12814",0.59,0.74,3,240,3,0,0,0,"IT","low"
"12817",0.61,0.75,3,140,3,0,0,0,"RandD","low"
"12823",0.52,0.97,4,170,3,0,0,0,"support","medium"
"12825",0.9,0.81,4,175,3,0,0,0,"management","medium"
"12828",0.99,0.55,3,170,3,0,0,0,"marketing","medium"
"12829",0.66,0.56,4,185,3,0,0,0,"sales","medium"
"12831",0.19,0.72,4,102,3,0,0,0,"sales","medium"
"12832",0.39,0.37,5,156,4,0,0,0,"sales","medium"
"12835",0.95,0.54,4,235,4,0,0,0,"sales","medium"
"12838",0.16,0.54,5,206,5,0,0,0,"sales","medium"
"12842",0.95,0.71,4,151,4,0,0,0,"sales","medium"
"12844",0.78,0.91,3,177,2,0,0,0,"sales","high"
"12853",0.93,0.59,3,202,2,0,0,0,"hr","high"
"12854",0.76,0.7,3,136,2,0,0,0,"hr","high"
"12857",0.78,0.52,5,192,3,1,0,0,"technical","low"
"12859",0.58,0.69,4,165,3,0,0,0,"technical","low"
"12863",0.13,0.76,5,219,4,0,0,0,"technical","low"
"12866",0.53,0.96,4,272,2,0,0,0,"support","low"
"12873",0.49,0.37,5,246,3,0,0,0,"support","medium"
"12874",0.8,0.66,4,223,3,0,0,0,"support","medium"
"12875",0.54,0.76,4,244,2,0,0,0,"support","medium"
"12886",0.72,0.79,3,221,3,0,0,0,"product_mng","high"
"12887",0.36,0.55,3,191,3,0,0,0,"product_mng","high"
"12892",0.92,0.76,5,132,3,1,0,0,"RandD","low"
"12898",0.62,0.95,4,140,2,0,0,0,"accounting","low"
"12899",0.94,0.8,4,266,3,1,0,0,"support","medium"
"12900",0.76,0.74,4,261,3,0,0,0,"technical","medium"
"12901",0.89,0.49,4,275,3,0,0,0,"management","medium"
"12904",0.71,0.9,3,138,3,0,0,0,"marketing","medium"
"12908",0.82,0.67,3,229,3,0,0,0,"sales","medium"
"12913",0.22,0.61,3,148,5,0,0,0,"sales","medium"
"12918",0.93,0.59,3,273,2,1,0,0,"sales","medium"
"12919",0.96,0.55,3,225,4,1,0,0,"sales","medium"
"12920",0.56,0.41,5,152,3,0,0,0,"sales","medium"
"12924",0.96,0.64,3,166,2,0,0,0,"accounting","medium"
"12925",0.65,0.89,5,223,3,1,0,0,"accounting","medium"
"12926",0.14,0.66,5,281,4,1,0,0,"accounting","medium"
"12932",0.52,0.96,3,271,3,1,0,0,"technical","medium"
"12934",0.62,0.69,4,184,3,0,0,0,"technical","low"
"12937",0.52,0.55,3,225,2,0,0,0,"technical","low"
"12939",0.97,0.93,3,153,2,0,0,0,"technical","low"
"12944",0.28,0.95,5,191,3,0,0,0,"support","high"
"12945",0.61,0.9,3,224,3,0,0,0,"support","low"
"12946",0.67,0.49,3,185,3,0,0,0,"support","low"
"12947",0.86,0.64,3,245,4,0,0,0,"support","high"
"12952",0.97,0.83,3,238,2,0,0,0,"support","medium"
"12955",0.61,0.73,3,252,3,0,0,0,"technical","high"
"12961",0.96,0.7,3,207,3,0,0,0,"IT","high"
"12976",0.94,0.52,4,217,6,1,0,0,"support","low"
"12991",0.79,0.61,4,227,2,0,0,1,"sales","high"
"12992",0.87,0.94,4,189,3,0,0,1,"sales","medium"
"12997",0.94,0.86,3,221,3,1,0,0,"sales","medium"
"12999",0.67,0.6,5,253,6,0,0,0,"sales","medium"
"13000",0.6,0.73,5,241,3,0,0,0,"sales","high"
"13002",0.38,0.52,2,171,3,0,0,0,"accounting","medium"
"13012",0.48,0.53,3,211,4,0,0,0,"technical","low"
"13013",0.9,0.77,4,273,2,0,0,0,"technical","low"
"13015",0.5,0.75,3,204,2,0,0,0,"technical","high"
"13017",0.44,0.37,2,219,2,0,0,0,"technical","low"
"13018",0.95,0.67,4,261,3,0,0,0,"technical","low"
"13020",0.27,0.48,4,185,2,0,0,0,"support","low"
"13021",0.51,0.74,6,98,3,0,0,0,"support","low"
"13026",0.88,0.61,4,177,4,1,0,0,"support","low"
"13028",0.78,0.54,3,161,3,0,0,0,"support","medium"
"13030",0.63,0.49,4,151,3,0,0,0,"technical","medium"
"13031",0.9,0.74,3,193,3,0,0,0,"technical","medium"
"13033",0.7,0.6,5,208,3,0,0,0,"management","medium"
"13048",0.68,0.49,3,178,3,1,0,0,"RandD","low"
"13053",0.71,0.72,3,271,2,0,0,0,"support","low"
"13058",0.48,0.51,3,136,3,0,0,0,"marketing","low"
"13065",0.58,0.38,4,203,5,0,0,0,"sales","low"
"13066",0.59,0.72,3,182,3,0,0,0,"sales","medium"
"13067",0.77,0.83,3,175,3,0,0,1,"sales","medium"
"13074",0.2,0.98,3,180,6,0,0,0,"sales","medium"
"13075",0.5,0.77,4,180,3,0,0,0,"sales","medium"
"13077",0.96,0.68,3,132,2,0,0,0,"sales","medium"
"13081",0.87,0.71,4,157,2,0,0,0,"hr","medium"
"13084",0.2,0.42,4,256,5,0,0,0,"hr","low"
"13085",0.62,0.71,4,268,3,0,0,0,"technical","low"
"13091",0.73,0.67,4,205,3,0,0,0,"technical","low"
"13098",0.63,0.71,4,244,2,0,0,0,"support","low"
"13103",0.8,0.55,4,178,2,1,0,0,"support","low"
"13105",0.59,0.97,5,179,6,0,0,0,"support","medium"
"13107",0.75,0.76,3,269,2,1,0,0,"technical","medium"
"13109",0.82,0.93,3,247,3,0,0,0,"technical","medium"
"13114",0.76,0.92,3,176,2,0,0,0,"IT","medium"
"13116",0.58,0.86,4,168,2,0,0,0,"product_mng","medium"
"13117",0.73,0.93,3,205,3,0,0,0,"product_mng","high"
"13123",0.81,0.62,4,153,4,0,0,0,"RandD","low"
"13125",0.95,0.96,3,220,3,0,0,0,"RandD","low"
"13126",0.93,0.64,4,253,3,0,0,0,"RandD","low"
"13128",0.79,0.79,4,231,2,0,0,0,"sales","low"
"13130",0.64,0.9,5,266,3,0,0,0,"support","low"
"13133",0.55,0.98,4,185,2,1,0,0,"marketing","low"
"13134",0.18,0.81,4,147,4,0,0,0,"marketing","low"
"13135",0.56,0.81,4,188,3,1,0,0,"marketing","low"
"13138",0.77,0.85,4,189,2,0,0,0,"sales","low"
"13139",0.49,0.52,3,156,2,0,0,0,"sales","low"
"13142",0.8,0.82,4,271,4,0,0,0,"sales","low"
"13148",0.78,0.6,4,143,2,0,0,1,"sales","medium"
"13150",0.85,0.98,5,222,3,0,0,1,"sales","medium"
"13154",0.16,0.82,6,202,4,1,0,1,"sales","medium"
"13161",0.49,0.67,3,140,2,0,0,0,"hr","medium"
"13165",0.66,0.76,3,170,3,0,0,0,"technical","low"
"13167",0.83,0.99,5,132,3,0,0,0,"technical","low"
"13169",0.82,0.53,3,147,3,1,0,0,"technical","low"
"13170",0.88,0.72,5,244,2,0,0,0,"technical","low"
"13179",0.2,0.99,5,151,3,1,0,0,"support","low"
"13180",0.63,0.91,4,252,3,1,0,0,"support","medium"
"13182",0.48,0.61,3,251,3,0,0,0,"support","medium"
"13186",0.37,0.86,6,260,3,0,0,0,"technical","medium"
"13189",0.16,0.61,4,171,6,0,0,0,"IT","medium"
"13190",0.81,0.55,3,199,2,1,0,0,"IT","medium"
"13191",0.97,0.63,5,258,2,0,0,0,"IT","medium"
"13192",0.77,0.59,4,273,2,0,0,0,"IT","high"
"13198",0.89,0.71,4,190,3,0,0,0,"RandD","low"
"13199",0.54,0.73,3,157,3,0,0,0,"RandD","low"
"13200",0.32,0.86,4,266,4,0,0,0,"RandD","low"
"13211",0.79,0.67,5,156,2,0,0,0,"product_mng","low"
"13216",0.83,0.91,3,155,3,0,0,0,"RandD","low"
"13217",0.19,0.83,5,280,4,0,0,0,"RandD","low"
